farmer_id,state,district,crop_type,season,land_size_ha,soil_type,rainfall_mm,irrigation_type,loan_amount_inr,prior_loan_count,prior_default_flag,repayment_score,annual_income_inr,existing_debt_inr,default_risk
FC-004479,MH,MH-Marathwada,Groundnut,Rabi,1.34,Alluvial,729.6,Tubewell,124893,0,0,57.7,52986,22726,0.4862
FC-004480,GJ,GJ-North,Mustard,Rabi,1.04,Alluvial,1042.1,Rainfed,64300,4,0,81.4,57480,15813,0.2565
FC-004481,BR,BR-South,Wheat,Rabi,2.86,Alluvial,1060.5,Canal,265321,0,0,94.5,204562,18486,0.3434
FC-004482,MH,MH-Western,Wheat,Rabi,0.49,Black,993.7,Canal,56337,5,0,76.5,40000,63560,0.5835
FC-004483,TN,TN-West,Rice,Kharif,1.78,Laterite,1225.5,Rainfed,152890,6,0,83.6,104280,43615,0.4918
FC-004484,TG,TG-North,Rice,Rabi,1.66,Red,978.5,Rainfed,115154,0,0,85.0,89903,0,0.215
FC-004485,MH,MH-Western,Pulses,Rabi,0.66,Black,646.8,Rainfed,78529,2,0,80.6,40000,8402,0.5261
FC-004486,HR,HR-East,Wheat,Rabi,1.69,ClayLoam,527.4,Rainfed,174056,2,0,70.3,124806,57021,0.2948
FC-004487,AP,AP-Rayalaseema,Rice,Kharif,2.18,Black,1117.9,Drip,221806,4,0,75.1,168916,72984,0.4844
FC-004488,BR,BR-North,Rice,Rabi,0.95,ClayLoam,1381.1,Rainfed,89890,2,1,24.3,42227,182816,0.9054
FC-004489,MP,MP-Malwa,Soybean,Kharif,1.76,Red,1243.0,Canal,88812,1,0,59.4,71947,126933,0.5351
FC-004490,KA,KA-South,Soybean,Kharif,2.77,Black,1264.4,Tubewell,149525,1,0,99.9,138700,61174,0.3379
FC-004491,GJ,GJ-South,Rice,Rabi,0.63,Black,1139.8,Rainfed,75182,3,1,72.1,40000,64553,0.8589
FC-004492,MH,MH-Marathwada,Sugarcane,Kharif,1.28,Black,1091.2,Canal,165501,4,0,70.2,219186,3476,0.1332
FC-004493,AP,AP-Coastal,Rice,Rabi,1.07,Red,885.0,Tubewell,64009,3,0,76.1,46492,18177,0.4835
FC-004494,MP,MP-Mahakoshal,Pulses,Rabi,1.02,Alluvial,966.4,Canal,117037,3,0,63.3,40000,125057,0.7836
FC-004495,MH,MH-Western,Maize,Rabi,0.2,Red,909.3,Rainfed,60497,1,0,94.6,40000,0,0.4526
FC-004496,RJ,RJ-Shekhawati,Millet,Kharif,2.35,Red,483.4,Drip,146701,1,0,72.6,53754,48026,0.7055
FC-004497,UP,UP-Eastern,Wheat,Rabi,1.56,Alluvial,655.0,Canal,132573,5,0,88.0,68085,3833,0.3428
FC-004498,UP,UP-Central,Rice,Kharif,3.02,Alluvial,1150.6,Rainfed,155313,2,0,76.8,179529,62814,0.1887
FC-004499,RJ,RJ-Shekhawati,Maize,Kharif,1.64,Black,669.2,Drip,131730,2,0,92.5,78157,5424,0.1708
FC-004500,TN,TN-Delta,Groundnut,Kharif,0.97,Laterite,669.3,Drip,65218,0,0,87.1,40000,23427,0.4294
FC-004501,MP,MP-Bundelkhand,Soybean,Kharif,1.02,ClayLoam,1207.2,Canal,87184,0,0,74.8,41150,77852,0.8262
FC-004502,AP,AP-Upland,Millet,Kharif,0.45,Red,1137.9,Tubewell,67832,4,0,77.8,40000,20382,0.4723
FC-004503,PB,PB-Majha,Pulses,Rabi,2.57,Alluvial,836.6,Tubewell,218075,1,1,35.7,40000,0,0.875
FC-004504,UP,UP-Eastern,Maize,Kharif,2.74,Alluvial,1019.1,Tubewell,195183,3,0,68.0,109055,90445,0.4832
FC-004505,TN,TN-West,Sugarcane,Kharif,1.43,Alluvial,820.3,Tubewell,192299,1,0,58.7,238881,23557,0.3076
FC-004506,TG,TG-South,Cotton,Kharif,2.1,Red,856.3,Canal,173513,1,0,91.7,94111,25040,0.3109
FC-004507,GJ,GJ-North,Cotton,Kharif,1.51,Black,692.9,Tubewell,143290,4,0,77.9,118457,4108,0.2785
FC-004508,MH,MH-Western,Soybean,Kharif,1.01,Red,1076.4,Tubewell,107890,2,0,69.2,40000,31448,0.5519
FC-004509,UP,UP-Eastern,Rice,Rabi,1.52,Sandy,1064.2,Tubewell,164817,2,0,64.0,103361,5912,0.3698
FC-004510,GJ,GJ-Central,Rice,Rabi,1.76,Sandy,489.0,Tubewell,124131,1,0,68.0,81357,35171,0.5029
FC-004511,KA,KA-South,Maize,Rabi,0.74,ClayLoam,1190.4,Rainfed,87318,3,0,49.5,40000,9011,0.5536
FC-004512,KA,KA-Central,Cotton,Kharif,1.58,Red,1064.8,Drip,108904,2,0,82.9,93138,0,0.136
FC-004513,TN,TN-Delta,Rice,Rabi,1.1,Red,878.4,Tubewell,130847,3,0,55.6,69472,15859,0.4891
FC-004514,RJ,RJ-Marwar,Mustard,Rabi,0.87,Black,753.4,Rainfed,93012,5,0,100.0,40000,0,0.4169
FC-004515,UP,UP-Western,Maize,Kharif,0.43,Alluvial,1037.9,Tubewell,51018,3,0,78.1,40000,65213,0.6222
FC-004516,PB,PB-Majha,Mustard,Rabi,1.42,Alluvial,418.5,Rainfed,120618,1,0,76.4,94467,38217,0.3537
FC-004517,RJ,RJ-Mewar,Maize,Rabi,0.82,Sandy,361.0,Tubewell,86531,1,1,49.1,45195,24283,0.7951
FC-004518,MH,MH-Marathwada,Sugarcane,Rabi,3.99,Black,819.6,Drip,280388,2,0,72.7,700000,31823,0.1689
FC-004519,KA,KA-Central,Soybean,Kharif,0.78,ClayLoam,1077.5,Drip,76994,1,0,60.4,40000,24929,0.532
FC-004520,RJ,RJ-Shekhawati,Pulses,Kharif,2.93,ClayLoam,482.9,Tubewell,230377,2,0,100.0,87476,0,0.275
FC-004521,AP,AP-Coastal,Sugarcane,Kharif,1.21,Black,1126.4,Tubewell,117975,1,0,97.0,215492,6801,0.0926
FC-004522,RJ,RJ-Hadoti,Millet,Kharif,3.3,Red,511.3,Canal,147983,3,0,69.9,55869,0,0.3958
FC-004523,KA,KA-Coastal,Maize,Rabi,0.33,Red,423.1,Tubewell,43594,6,0,44.3,40000,48132,0.6691
FC-004524,MP,MP-Chambal,Cotton,Kharif,0.45,Red,1051.3,Rainfed,62809,3,0,88.3,40000,0,0.3066
FC-004525,TN,TN-Delta,Sugarcane,Kharif,0.56,Black,648.9,Rainfed,106457,0,0,66.1,122363,15628,0.6539
FC-004526,AP,AP-Coastal,Rice,Rabi,1.44,Red,889.0,Rainfed,100455,3,0,67.1,82957,7890,0.3104
FC-004527,AP,AP-Rayalaseema,Millet,Kharif,1.64,Alluvial,988.8,Rainfed,147342,3,1,50.6,40000,0,0.8346
FC-004528,MP,MP-Mahakoshal,Maize,Rabi,1.25,ClayLoam,1417.3,Canal,76907,1,0,88.9,76228,119165,0.3516
FC-004529,AP,AP-Rayalaseema,Sugarcane,Rabi,2.78,Black,1027.3,Canal,395927,3,0,94.2,592668,14169,0.1143
FC-004530,BR,BR-North,Rice,Rabi,0.56,ClayLoam,1194.3,Rainfed,49424,2,0,66.0,40000,0,0.2904
FC-004531,MP,MP-Chambal,Mustard,Rabi,0.78,Black,671.5,Tubewell,89633,3,0,77.9,40000,158104,0.7941
FC-004532,AP,AP-Upland,Rice,Kharif,0.55,Alluvial,1034.1,Rainfed,42649,0,0,64.0,43944,64429,0.5294
FC-004533,MH,MH-Konkan,Wheat,Rabi,0.68,Black,1076.5,Canal,86921,2,0,68.1,41669,21846,0.5103
FC-004534,AP,AP-Coastal,Cotton,Kharif,1.19,Sandy,1104.8,Tubewell,86579,1,0,63.1,84389,26050,0.3192
FC-004535,PB,PB-Doaba,Mustard,Rabi,1.07,Alluvial,629.3,Canal,65060,8,0,81.0,44109,48391,0.526
FC-004536,TN,TN-North,Rice,Kharif,1.23,Laterite,1154.9,Canal,102160,4,0,66.3,64719,67389,0.3971
FC-004537,TG,TG-Central,Rice,Kharif,1.28,Black,906.5,Drip,87474,3,0,91.0,74456,46424,0.2002
FC-004538,MH,MH-Konkan,Soybean,Kharif,3.6,Laterite,1032.9,Canal,219225,1,0,99.0,132566,14495,0.206
FC-004539,BR,BR-Gangetic,Wheat,Rabi,0.36,Alluvial,1399.4,Canal,61588,0,0,99.5,40000,0,0.1741
FC-004540,UP,UP-Central,Sugarcane,Rabi,2.77,Alluvial,1177.8,Canal,160702,3,0,80.6,264677,43296,0.1191
FC-004541,AP,AP-Coastal,Rice,Kharif,1.12,Black,759.8,Drip,78187,2,0,48.8,72584,0,0.3018
FC-004542,GJ,GJ-Saurashtra,Groundnut,Rabi,3.21,Black,1271.0,Rainfed,231856,6,0,72.2,165203,10975,0.3971
FC-004543,MP,MP-Bundelkhand,Wheat,Rabi,0.26,Black,1148.8,Canal,35668,1,0,67.2,40000,31589,0.3287
FC-004544,MP,MP-Malwa,Rice,Kharif,4.1,Sandy,627.5,Tubewell,266400,3,0,94.6,237337,5570,0.2336
FC-004545,MH,MH-Konkan,Cotton,Kharif,4.25,ClayLoam,817.7,Tubewell,186129,2,0,79.2,129470,12637,0.358
FC-004546,MH,MH-Marathwada,Cotton,Kharif,0.66,Red,518.2,Tubewell,54582,3,0,85.6,61593,67643,0.578
FC-004547,BR,BR-Gangetic,Rice,Kharif,0.86,Alluvial,1038.1,Rainfed,96976,0,0,66.8,59972,117337,0.8683
FC-004548,MH,MH-Konkan,Maize,Rabi,3.94,Black,635.6,Drip,255850,2,0,74.1,198164,0,0.3076
FC-004549,HR,HR-South,Pulses,Kharif,1.11,Alluvial,557.5,Rainfed,101938,1,0,71.6,41318,78135,0.78
FC-004550,MP,MP-Mahakoshal,Soybean,Kharif,1.12,Black,672.8,Canal,82133,4,0,86.4,40000,17635,0.4295
FC-004551,BR,BR-Gangetic,Pulses,Kharif,1.06,Alluvial,1176.2,Canal,85121,1,0,88.5,40000,11216,0.3587
FC-004552,UP,UP-Central,Wheat,Rabi,0.4,Alluvial,1015.2,Tubewell,69619,8,0,74.0,40000,0,0.4328
FC-004553,TG,TG-Central,Rice,Kharif,5.51,Red,250.0,Canal,379578,2,0,70.7,213648,11490,0.5599
FC-004554,RJ,RJ-Hadoti,Pulses,Rabi,2.91,Sandy,558.5,Canal,270840,2,0,68.9,132892,208198,0.5765
FC-004555,MH,MH-Western,Cotton,Kharif,4.98,Red,546.4,Rainfed,464144,1,0,83.7,446644,0,0.4992
FC-004556,GJ,GJ-South,Groundnut,Kharif,0.22,Red,315.3,Canal,38631,3,0,78.7,40000,2270,0.3468
FC-004557,AP,AP-Coastal,Wheat,Rabi,0.97,Black,829.0,Tubewell,72009,0,0,71.4,44947,35976,0.4883
FC-004558,MH,MH-Marathwada,Sugarcane,Kharif,1.66,Black,1041.4,Canal,156379,0,0,61.5,282263,72177,0.207
FC-004559,KA,KA-North,Rice,Kharif,4.63,Laterite,545.2,Drip,215426,4,0,47.4,144803,87210,0.4669
FC-004560,KA,KA-South,Rice,Rabi,1.09,Red,1314.1,Rainfed,93945,2,0,76.2,60718,18915,0.5257
FC-004561,MP,MP-Mahakoshal,Maize,Kharif,2.02,Red,972.2,Tubewell,171594,1,0,63.8,86193,10986,0.3966
FC-004562,UP,UP-Central,Wheat,Rabi,1.03,Black,890.3,Drip,128176,2,0,71.5,97709,0,0.1936
FC-004563,UP,UP-Central,Soybean,Kharif,1.36,Alluvial,856.1,Canal,111294,3,0,76.5,40000,45890,0.6682
FC-004564,RJ,RJ-Marwar,Wheat,Rabi,2.38,Sandy,438.6,Rainfed,182747,3,0,48.5,158763,60738,0.4165
FC-004565,UP,UP-Eastern,Wheat,Rabi,0.54,ClayLoam,871.3,Tubewell,59153,0,0,82.8,40000,6521,0.3825
FC-004566,MP,MP-Chambal,Pulses,Rabi,1.48,Sandy,1083.1,Rainfed,139585,0,0,71.8,56215,0,0.4698
FC-004567,KA,KA-Central,Cotton,Kharif,1.25,Black,1203.4,Rainfed,85567,3,0,87.4,117990,106117,0.2999
FC-004568,MH,MH-Vidarbha,Maize,Kharif,0.8,Alluvial,1005.1,Rainfed,91104,1,0,39.1,40000,4593,0.644
FC-004569,KA,KA-Coastal,Maize,Kharif,0.37,Laterite,1223.1,Rainfed,55082,3,0,78.5,40000,50518,0.5608
FC-004570,MH,MH-Vidarbha,Pulses,Kharif,1.22,Red,649.1,Rainfed,77471,0,1,61.6,40000,81806,0.8215
FC-004571,AP,AP-Coastal,Rice,Rabi,0.49,Sandy,1052.3,Rainfed,56552,2,0,87.8,40000,4747,0.4557
FC-004572,PB,PB-Majha,Mustard,Rabi,1.61,Alluvial,607.3,Drip,148483,4,0,64.8,65903,34897,0.5041
FC-004573,TN,TN-South,Soybean,Kharif,1.22,Black,991.3,Rainfed,96762,2,1,39.5,40000,123133,0.8117
FC-004574,MH,MH-Vidarbha,Soybean,Kharif,2.9,Black,669.1,Canal,137398,4,0,65.6,157900,7375,0.2632
FC-004575,MP,MP-Chambal,Wheat,Rabi,5.79,Red,842.5,Canal,442596,1,0,79.2,210810,164806,0.5631
FC-004576,MP,MP-Mahakoshal,Maize,Kharif,0.2,Black,802.3,Tubewell,60745,1,0,68.4,40000,87559,0.9263
FC-004577,TN,TN-North,Rice,Rabi,2.33,ClayLoam,743.9,Canal,172657,2,0,44.4,154182,110100,0.2784
FC-004578,AP,AP-Coastal,Rice,Kharif,1.69,ClayLoam,1063.8,Canal,128547,1,0,68.4,119989,45960,0.3562
FC-004579,TG,TG-Central,Cotton,Kharif,7.14,Alluvial,501.8,Rainfed,522589,0,1,64.7,335088,10670,0.8383
FC-004580,PB,PB-Doaba,Wheat,Rabi,1.02,Alluvial,764.5,Drip,63734,1,0,82.1,40000,965,0.2986
FC-004581,KA,KA-Coastal,Maize,Kharif,0.72,Laterite,928.0,Rainfed,73734,5,0,71.0,40000,36292,0.6586
FC-004582,MP,MP-Mahakoshal,Soybean,Kharif,1.41,Red,1216.8,Canal,81991,0,0,96.3,71858,30419,0.2326
FC-004583,TN,TN-North,Rice,Rabi,0.39,Red,1182.0,Rainfed,54242,4,0,80.2,40000,84173,0.597
FC-004584,UP,UP-Central,Groundnut,Rabi,2.7,Alluvial,759.7,Rainfed,194581,1,0,96.2,117453,49318,0.2515
FC-004585,UP,UP-Western,Wheat,Rabi,0.87,Alluvial,1119.3,Canal,62281,1,0,87.6,56758,20905,0.2647
FC-004586,GJ,GJ-Saurashtra,Rice,Kharif,0.81,Sandy,1289.8,Tubewell,53631,1,0,62.3,40000,74887,0.5989
FC-004587,UP,UP-Western,Pulses,Rabi,0.31,Black,1037.0,Drip,46376,0,0,71.4,40000,26126,0.4485
FC-004588,UP,UP-Bundelkhand,Pulses,Kharif,1.9,ClayLoam,1117.9,Tubewell,165960,1,0,71.2,72611,73582,0.6748
FC-004589,PB,PB-Doaba,Wheat,Rabi,2.27,Alluvial,664.2,Tubewell,110437,3,0,58.3,105647,2525,0.3108
FC-004590,TN,TN-West,Millet,Kharif,1.16,Sandy,1003.2,Rainfed,68733,2,0,72.0,40000,11581,0.3713
FC-004591,TN,TN-North,Wheat,Rabi,1.64,Red,892.7,Canal,84146,3,0,92.4,62768,84350,0.5419
FC-004592,HR,HR-South,Rice,Kharif,0.79,Alluvial,530.6,Drip,54662,1,0,72.2,61524,0,0.1516
FC-004593,UP,UP-Eastern,Rice,Rabi,1.27,Alluvial,911.8,Canal,87586,4,0,82.4,57369,98494,0.3863
FC-004594,UP,UP-Western,Sugarcane,Kharif,0.68,Alluvial,741.4,Tubewell,104388,3,1,34.5,81270,118123,0.8268
FC-004595,TN,TN-Delta,Maize,Kharif,0.61,Red,1187.4,Rainfed,46928,2,0,63.3,40000,3654,0.2131
FC-004596,MH,MH-Konkan,Rice,Rabi,0.21,Laterite,1216.7,Drip,42562,3,0,71.1,40000,197499,0.8454
FC-004597,TG,TG-South,Cotton,Kharif,0.93,Laterite,995.1,Rainfed,96887,4,0,100.0,82016,28584,0.2694
FC-004598,GJ,GJ-Central,Groundnut,Rabi,1.23,Black,325.0,Tubewell,66612,2,0,80.3,40000,31278,0.6199
FC-004599,AP,AP-Rayalaseema,Sugarcane,Kharif,0.59,Alluvial,950.7,Rainfed,71732,2,0,50.7,138685,39244,0.2854
FC-004600,BR,BR-North,Rice,Kharif,0.23,Alluvial,1066.4,Rainfed,35647,3,0,71.3,40000,9467,0.3295
FC-004601,MP,MP-Mahakoshal,Cotton,Kharif,2.48,Red,820.0,Tubewell,179597,2,0,44.5,245305,5151,0.2142
FC-004602,MH,MH-Konkan,Soybean,Kharif,1.1,Black,980.8,Tubewell,63657,1,0,100.0,40000,9998,0.2257
FC-004603,RJ,RJ-Marwar,Wheat,Rabi,0.63,Alluvial,532.4,Rainfed,59890,2,0,56.8,54046,56795,0.4788
FC-004604,RJ,RJ-Mewar,Millet,Kharif,2.48,Red,515.5,Canal,199721,0,1,31.3,68319,53567,0.7904
FC-004605,UP,UP-Western,Wheat,Rabi,1.67,ClayLoam,764.0,Tubewell,159316,4,0,88.2,73443,32978,0.5493
FC-004606,TG,TG-North,Maize,Rabi,1.91,Sandy,1257.5,Rainfed,148002,1,1,42.2,40000,0,0.8336
FC-004607,GJ,GJ-Saurashtra,Maize,Kharif,1.76,Black,250.0,Tubewell,90264,3,0,54.2,57999,9747,0.4386
FC-004608,MP,MP-Mahakoshal,Cotton,Kharif,1.88,Black,1140.7,Drip,138995,3,0,72.7,147948,73831,0.2099
FC-004609,TN,TN-South,Cotton,Kharif,2.89,Red,741.2,Tubewell,155087,2,0,100.0,259971,26382,0.0932
FC-004610,MH,MH-Konkan,Groundnut,Rabi,3.49,Black,657.6,Rainfed,280204,2,0,67.7,155876,0,0.3458
FC-004611,BR,BR-Gangetic,Pulses,Kharif,0.38,Alluvial,1150.3,Rainfed,58649,3,0,79.0,40000,13003,0.5319
FC-004612,HR,HR-East,Sugarcane,Kharif,0.31,Alluvial,531.9,Tubewell,64249,0,0,91.1,43075,0,0.2974
FC-004613,KA,KA-Central,Maize,Kharif,1.15,Red,1025.1,Tubewell,80620,1,0,77.6,40000,34056,0.462
FC-004614,UP,UP-Central,Rice,Rabi,0.69,Alluvial,707.9,Canal,55094,3,0,95.6,41585,0,0.2484
FC-004615,KA,KA-Coastal,Millet,Kharif,0.89,Red,459.5,Tubewell,106544,3,0,76.0,40000,47051,0.8423
FC-004616,KA,KA-South,Sugarcane,Kharif,0.24,Red,1509.6,Canal,38809,0,0,89.9,40000,123627,0.7761
FC-004617,KA,KA-Coastal,Wheat,Rabi,1.3,Black,1264.0,Drip,159561,1,0,74.9,121078,12034,0.2122
FC-004618,TN,TN-Delta,Pulses,Kharif,1.36,Red,1220.1,Canal,84731,3,0,77.9,59471,62005,0.3604
FC-004619,TG,TG-Central,Rice,Kharif,1.59,ClayLoam,1089.6,Rainfed,170860,4,0,89.1,117125,132975,0.3711
FC-004620,MH,MH-Western,Cotton,Kharif,1.27,Sandy,927.3,Drip,157518,2,0,85.3,114780,0,0.2125
FC-004621,TN,TN-West,Sugarcane,Rabi,1.17,Red,785.0,Rainfed,92323,1,0,64.8,188988,0,0.2318
FC-004622,BR,BR-South,Wheat,Rabi,3.0,Red,1427.4,Drip,218820,2,0,63.0,197962,40505,0.1966
FC-004623,PB,PB-Majha,Wheat,Rabi,1.37,Alluvial,643.7,Rainfed,130067,1,0,71.7,95496,7215,0.2114
FC-004624,PB,PB-Malwa,Cotton,Kharif,2.89,Alluvial,792.0,Tubewell,211998,4,0,62.3,261713,27779,0.2421
FC-004625,UP,UP-Eastern,Wheat,Rabi,1.77,Alluvial,544.6,Rainfed,129294,3,0,56.3,102057,0,0.4885
FC-004626,GJ,GJ-Central,Cotton,Kharif,0.58,Laterite,772.1,Drip,57433,1,0,79.7,46191,72061,0.3991
FC-004627,KA,KA-Coastal,Cotton,Kharif,2.71,Laterite,895.2,Canal,211891,5,0,93.8,145598,6588,0.2929
FC-004628,MP,MP-Malwa,Pulses,Kharif,1.23,Red,951.7,Canal,82449,1,0,71.4,40000,81239,0.8111
FC-004629,UP,UP-Bundelkhand,Pulses,Kharif,0.65,Alluvial,1222.6,Tubewell,56490,2,0,67.1,40000,17802,0.475
FC-004630,MH,MH-Western,Cotton,Kharif,0.95,Black,1115.3,Canal,79356,3,0,69.2,82796,23054,0.2826
FC-004631,MP,MP-Malwa,Groundnut,Kharif,1.71,Alluvial,994.3,Rainfed,158090,2,0,66.8,144450,53171,0.298
FC-004632,BR,BR-North,Maize,Kharif,2.46,Alluvial,1148.3,Tubewell,147245,4,0,76.6,51941,20507,0.5226
FC-004633,TG,TG-North,Cotton,Kharif,1.67,Black,951.0,Rainfed,184969,4,0,69.2,115476,0,0.4136
FC-004634,RJ,RJ-Mewar,Millet,Kharif,0.25,ClayLoam,469.9,Rainfed,41818,1,0,86.5,40000,0,0.1532
FC-004635,UP,UP-Bundelkhand,Sugarcane,Rabi,0.84,Sandy,866.3,Canal,67300,2,0,90.9,98610,51569,0.1947
FC-004636,MH,MH-Vidarbha,Cotton,Kharif,1.1,Black,917.9,Tubewell,128807,5,0,39.6,72726,11022,0.4495
FC-004637,KA,KA-Coastal,Wheat,Rabi,2.07,Black,1026.6,Canal,115687,3,0,57.2,155286,400000,0.7756
FC-004638,PB,PB-Doaba,Pulses,Kharif,0.2,Alluvial,637.0,Drip,63005,0,1,49.3,40000,93885,0.88
FC-004639,MP,MP-Mahakoshal,Pulses,Rabi,1.11,Black,1347.3,Tubewell,76797,1,0,59.8,46333,0,0.3659
FC-004640,TN,TN-South,Rice,Kharif,0.3,Laterite,715.0,Canal,41662,1,0,66.9,40000,48625,0.5353
FC-004641,TG,TG-North,Rice,Rabi,0.79,ClayLoam,834.8,Tubewell,84054,3,0,76.5,44816,28689,0.5402
FC-004642,MH,MH-Konkan,Cotton,Kharif,1.07,ClayLoam,669.7,Canal,93611,4,0,41.8,93319,87465,0.5489
FC-004643,MP,MP-Bundelkhand,Groundnut,Kharif,2.3,ClayLoam,889.7,Rainfed,130049,2,0,67.0,187365,15040,0.1028
FC-004644,UP,UP-Eastern,Rice,Rabi,0.59,Alluvial,1108.5,Rainfed,87196,2,0,85.8,42829,0,0.2893
FC-004645,GJ,GJ-North,Maize,Kharif,0.95,Black,638.3,Rainfed,86128,2,0,82.0,40000,26770,0.6705
FC-004646,MP,MP-Mahakoshal,Rice,Kharif,0.94,Black,1233.1,Canal,107695,3,0,71.9,40000,76011,0.8616
FC-004647,TN,TN-South,Sugarcane,Kharif,3.14,Laterite,929.3,Rainfed,300938,3,0,98.0,571413,224565,0.238
FC-004648,MP,MP-Malwa,Soybean,Kharif,1.37,Alluvial,913.4,Canal,97429,1,0,64.0,60773,105381,0.8243
FC-004649,HR,HR-West,Wheat,Rabi,0.8,Alluvial,711.1,Tubewell,68409,2,0,65.2,42995,74084,0.7133
FC-004650,RJ,RJ-Hadoti,Millet,Kharif,2.6,Sandy,348.8,Rainfed,215689,1,1,69.4,58724,26198,0.8026
FC-004651,MH,MH-Western,Groundnut,Rabi,1.39,Black,474.7,Rainfed,110854,2,1,34.9,40000,16874,0.9079
FC-004652,AP,AP-Upland,Rice,Rabi,2.82,Black,1065.0,Rainfed,234964,2,0,59.6,238633,4839,0.1936
FC-004653,TN,TN-North,Rice,Kharif,4.17,Alluvial,1022.1,Drip,208650,1,0,74.3,235830,0,0.1056
FC-004654,UP,UP-Western,Rice,Rabi,0.93,Alluvial,1052.3,Tubewell,113000,3,0,85.0,98024,33479,0.3418
FC-004655,GJ,GJ-Central,Groundnut,Kharif,0.64,Sandy,882.2,Tubewell,58250,1,0,75.0,40000,5371,0.2258
FC-004656,UP,UP-Western,Rice,Rabi,1.08,Alluvial,704.4,Tubewell,123093,4,0,76.0,64482,4132,0.537
FC-004657,BR,BR-South,Wheat,Rabi,1.32,Alluvial,1112.3,Tubewell,134104,1,0,66.9,55169,11626,0.6206
FC-004658,AP,AP-Upland,Maize,Rabi,2.89,Alluvial,1171.8,Rainfed,215366,2,0,84.9,145335,42112,0.3436
FC-004659,PB,PB-Majha,Wheat,Rabi,0.6,Alluvial,508.0,Drip,59895,1,0,80.0,40000,0,0.3556
FC-004660,MH,MH-Konkan,Cotton,Kharif,4.1,Red,944.1,Tubewell,319581,2,0,55.1,383397,44121,0.201
FC-004661,BR,BR-Gangetic,Pulses,Kharif,0.64,ClayLoam,788.5,Tubewell,65469,0,0,100.0,40000,4938,0.4697
FC-004662,UP,UP-Eastern,Wheat,Rabi,2.25,Sandy,1091.9,Canal,197513,4,0,84.4,73148,29160,0.5287
FC-004663,MP,MP-Bundelkhand,Maize,Rabi,0.88,Red,665.3,Tubewell,71261,1,1,44.0,40000,208039,0.9217
FC-004664,MH,MH-Vidarbha,Sugarcane,Rabi,0.64,Laterite,1131.7,Tubewell,96107,1,0,66.7,56383,31072,0.4542
FC-004665,UP,UP-Central,Mustard,Rabi,1.0,Sandy,823.6,Canal,110714,1,0,84.1,40000,10561,0.5438
FC-004666,KA,KA-South,Sugarcane,Kharif,6.76,ClayLoam,1286.2,Canal,406873,2,0,58.2,700000,17623,0.1554
FC-004667,UP,UP-Bundelkhand,Wheat,Rabi,0.63,Alluvial,756.0,Drip,70659,0,0,83.4,40000,57875,0.5748
FC-004668,TN,TN-Delta,Cotton,Kharif,1.0,Red,1058.9,Tubewell,97208,2,0,93.2,58620,0,0.2117
FC-004669,PB,PB-Doaba,Wheat,Rabi,0.88,Alluvial,620.4,Drip,59446,1,0,68.1,54119,18902,0.2483
FC-004670,MP,MP-Chambal,Soybean,Kharif,0.28,Red,1308.9,Rainfed,68675,0,1,39.1,40000,70342,0.9264
FC-004671,TN,TN-South,Rice,Kharif,0.74,Laterite,1120.2,Drip,61077,3,0,87.2,61271,32797,0.1236
FC-004672,UP,UP-Western,Rice,Kharif,1.62,Alluvial,867.1,Tubewell,114280,2,0,100.0,102373,4833,0.1075
FC-004673,GJ,GJ-Saurashtra,Wheat,Rabi,0.44,Black,1110.0,Canal,54490,3,0,69.8,40000,26809,0.2999
FC-004674,MP,MP-Chambal,Pulses,Rabi,0.82,Red,984.0,Rainfed,95246,1,0,67.2,40000,2996,0.5548
FC-004675,PB,PB-Doaba,Rice,Kharif,0.24,Alluvial,928.4,Canal,40525,3,0,65.2,40000,17269,0.3095
FC-004676,MP,MP-Malwa,Wheat,Rabi,0.78,Sandy,543.7,Drip,57689,3,0,65.5,40000,19327,0.2443
FC-004677,KA,KA-Central,Cotton,Kharif,0.97,Alluvial,1111.9,Rainfed,115532,2,0,83.9,45785,52412,0.8174
FC-004678,AP,AP-Coastal,Maize,Kharif,1.02,ClayLoam,919.5,Canal,116825,1,0,58.6,55307,29041,0.5925
FC-004679,HR,HR-South,Wheat,Rabi,0.68,ClayLoam,250.0,Rainfed,54468,0,0,70.6,40000,55360,0.8262
FC-004680,MH,MH-Marathwada,Groundnut,Kharif,3.34,Black,500.0,Rainfed,261482,2,0,79.5,223916,4018,0.4626
FC-004681,RJ,RJ-Mewar,Soybean,Kharif,0.67,Black,430.4,Drip,56321,1,0,78.8,40000,0,0.3338
FC-004682,KA,KA-South,Millet,Kharif,0.3,Red,1219.8,Canal,49040,1,0,79.6,40000,54940,0.3444
FC-004683,TG,TG-South,Rice,Rabi,0.76,Alluvial,929.8,Rainfed,98978,3,0,83.7,42477,11002,0.5202
FC-004684,BR,BR-Gangetic,Wheat,Rabi,0.88,Alluvial,1172.1,Canal,89859,2,0,71.4,46486,11013,0.4292
FC-004685,UP,UP-Eastern,Sugarcane,Kharif,0.93,Alluvial,1105.2,Tubewell,118106,1,0,84.8,122462,63534,0.3993
FC-004686,HR,HR-East,Wheat,Rabi,1.46,Alluvial,441.6,Canal,113562,2,0,68.1,52344,43346,0.5987
FC-004687,UP,UP-Central,Soybean,Kharif,0.38,Alluvial,814.0,Drip,47709,4,0,75.9,40000,0,0.3147
